,Unnamed: 0,refs,trans,model_corrected
6481,70117,youre very welcome have a great day and let us know if theres anything you need in the future,youre very welcome have a great day and let us know if theres anything you need in the future,youre very welcome have a great day and let us know if theres anything you need in the future
6482,70118,im looking for a seafood restaurant in the centre,im looking for a seafood restaurant in the centre,im looking for a seafood restaurant in the centre
6483,70119,sure thing there is the loch fyne restaurant in that area that you may enjoy would you like more information,sure thing there is the loch fyne restaurant in that area that you may enjoy would you like more information,sure thing there is the loch fyne restaurant in that area that you may enjoy would you like more information
6484,70122,is there any other restaurant that you could try for me before i call myself,is there any other restaurant that you try for me before i call myself,is there any other restaurant that you could try for me before i call myself
6485,70123,is there a different cuisine you would be willing to try asian or italian maybe,is there a different cuisine you would be willing to try asian or italian maybe,is there a different cuisine you would be willing to try asian or italian maybe
6486,70125,what day will you be wanting to dine,what hasnt day will you be wanting to dine,what day will you be wanting to dine
6487,70126,im dining on saturday,im dining on saturday,im dining on saturday
6488,70128,i need to find a train leaving london kings cross on saturday as well,i need to find a train leaving london kings cross on saturday as well,i need to find a train leaving london kings cross on saturday as well
6489,70129,i can help you with that first i need to confirm that the destination is cambridge and can you provide the desired timeframe for travel,i can delp you with batt first i need to confirm that the destination ms cambridge and can you provide the desired timeframe for travel,i can help you with that first i need to confirm that the destination is cambridge and can you provide the desired timeframe for travel
6490,70132,no thank you what is the price for that train,no thank you what is the price that train,no thank you what is the price for that train
6491,70134,the train booking is for the same day as my dinner reservation correct,the train booking is for the same day as my dinner why reservation correct,the train booking is for the same day as my dinner reservation correct
6492,70135,yes of course anything else,yes of course anything else,yes of course anything else
6493,70136,no thanks i may be back in touch though,no banks i may be back in touch though,no thanks i may be back in touch though
6494,70137,feel free to get in touch if you need anything else enjoy your evening,feel free to get in touch if ado need anything else enjoy your evening,feel free to get in touch if you need anything else enjoy your evening
6495,70138,thank you good bye,thank you good bye,thank you good bye
6496,70139,goodbye thanks for using cambridge towninfo centre,goodbye thanks for using cambridge towninfo centre,goodbye thanks for using cambridge towninfo centre
6497,70140,could you help me with some information about places i can go in town,could you help ab with some information about places i can go in town,could you help me with some information about places i can go in town
6498,70141,do you have a particular attraction or type of attraction in mind we have boats colleges and a great deal of architecture,do you have a particular attraction or type of for attraction in mind we have boats colleges and a great deal architecture,do you have a particular attraction type of attraction in mind we have boats colleges and a great deal of architecture
6499,70142,i want to go to a museum,i up want to go to a museum,i want to go to a museum
6500,70143,i have several museums available what part of town would you like,i have several available what part of town would you like couldn,i have several available what part of town would you like
6501,70144,please focus your search to the west,please focus your search to the west,please focus your search to the west
6502,70145,i would recommend the lynne strover gallery admission is free,i would recommend the lynne strover gallery abolition is free,i would recommend the lynne strover gallery admission is free
6503,70146,plese get me the phone number and address,plese get me the phone while number and address,sure get me the phone number and address
6504,70149,okay what area would you like to stay in,okay what area would you like to stay in,okay what area would you like to stay in
6505,70150,i need the reference number too i am not particular as to where as long as it is near cambridge,i need the both reference number too i am not particular on as to where baz aung as it is amir cambridge,i need the reference number too i am not particular on as to where as it is from cambridge
6506,70151,is parking and free wifi important to you,is parking and free wifi important to you,is parking and free wifi important to you
6507,70152,i would prefer it to include both thanks for asking,i would prefer your it to accrued both thanks for asking,i would prefer it to include both thanks for asking
6508,70153,there are over a dozen to choose from are you looking for a particular star rating do you prefer a guesthouse or a hotel,there are over below a dozen to choose from you looking for a particular star rating do ado prefer a guesthouse or a hotel,there are over a dozen to choose from are you looking for a particular star rating do you prefer a guesthouse or a hotel
6509,70154,i have no preference please make a recommendation and book a room for me,i have no preference please make a recommendation and book a room for me,i have no preference please make a recommendation and book a room for me
6510,70155,okay i recommend the acorn guesthouse is it okay to book there,okay i apprehend the acorn guesthouse is it okay to book there can,okay i recommend the acorn guesthouse is it okay to book there
6511,70156,if the acorn guesthouse is in the moderate range with wifi and parking please book the above nights for me please,dif the acorn guesthouse is in the moderate range with wifi and parking please book the above nights for me please,if the acorn guesthouse is in the moderate price range with wifi and parking please book the nights for me please
6512,70158,thanks take care,thanks take care,thanks take care
6513,70159,can i look up anything else for you,can i look up anything else for is you,can i look up anything else for you
6514,70160,no thank you that is all,no thank you that is all,no thank you that is all
6515,70161,your welcome enjoy your stay in cambridge,your welcome enjoy your stay in cambridge,your welcome enjoy your stay in cambridge
6516,70162,i hope so my brother recommended an eatery called curry prince can you help me find it,i hope so my brother apprehended an under eatery called curry prince can you as delp me find it,i hope so my brother apprehended an eatery called curry prince can you help me find it
6517,70164,could i have their phone number as well,could i have their phone number as,could i have their phone number as well
6518,70166,thank you i am also looking for places to go is there any swimming pool you can locate for me,thank you i am also looking for places to go is there any swimming pool you can for me,thank you i am also looking for places to go is there any swimming pool you can recommend for me
6519,70167,sure we have the abbey pool there in the same area as your restaurant there are three others in other parts of town,sure have the abbey pool there in the same area as your restaurant there three others in other parts of town,sure i have the abbey pool there in the same area as your restaurant are there three others in other parts of town
6520,70168,what is the entrance fee for abbey pool can i also get the address,what is the fee for abbey pool i also get the address,what is the fee for abbey pool can i also get the address
6521,70169,im sorry my system doesnt tell me the entrance fee address is pool way whitehill road off newmarket road anything else you need,im sorry my system tell me the entrance fee address is pool way whitehill road off newmarket road anything you bead,im sorry my system cannot tell me the entrance fee address is pool way whitehill road off newmarket road anything you need
6522,70171,i have booked you a taxi that fits your needs would you like the contact number or car model,i have booked a taxi that fits your needs would you like the contact number or car model,i have booked a taxi that fits your needs would you like the contact number or car model
6523,70172,both please i cant wait to explore cambridge,both agrees i cant wait to explore cambridge,both please i cant wait to explore cambridge
6524,70174,that will be all for today thank you for your help,that will be all for today thank you for your help,that will be all for today thank you for your help
6525,70175,have a great day,have a great day,have a great day
6526,70176,id like to find a panasian restaurant in the centre of town please,id like to find had a panasian storefront in the centre of town please,id like to find a panasian restaurant in the centre of town please
6527,70177,unfortunately i was not able to locate a panasian restaurant in that area would you like me to look in another area or for a different type of restaurant,unfortunately i was not able to locate a panasian restaurant in that area would you with like me to look in another beria or a different type of restaurant,unfortunately i was not able to locate a panasian restaurant in that area would you like me to look in another area or a different type of restaurant
6528,70178,oh no well ill take chinese food then,oh no adel take chinese food then,oh no well take chinese food then
6529,70180,no i dont care about the price which one looks good,no i dont care myself about the price which one looks good,no i dont care about the price which one looks good
6530,70181,tang chinese is listed at expensive would you like more information,bang chinese is listed at expensive would you like more information,bang chinese is listed at expensive would you like more information
6531,70182,can i have the phone number address and postcode,can i the alone number address and postcode,can i have the phone number address and postcode
6532,70184,thats all i needed today thank you,thats all i needed today thank you,thats all i needed today thank you
6533,70185,enjoy your meal let me know if i can help with any thing else,enjoy your meal let me know if yours i can help with any thing else,enjoy your meal let me know if i can help with any thing else
6534,70186,hi im looking to book a room in the ashley hotel,hi im looking to book a room in the ashley hotel,hi im looking to book a room in the ashley hotel
6535,70187,sure on what day do you need the room and for how many,on what day do ado need the room and for many,on what day do you need the room and for how many
6536,70188,first could you tell me what type of hotel this is and if they provide internet,first could you tell me what type of hotel this is and if they applied internet,first could you tell me what type of hotel this is and if they applied internet
6537,70190,yes i am also looking for a train to peterborough from cambridge,yes i am also looking for a train to peterborough from cambridge,yes i am also looking for a train to peterborough from cambridge
6538,70191,certainly what day would you like to travel and is there an arrival or departure time i can search for you,certainly what day would you like to travel and is there an arrival departure time i can search for you,certainly what day would you like to travel and is there an arrival and departure time i can search for you
6539,70194,yes that works perfectly book a ticket for one person and please send me the reference number thank you,yes that works perfectly book a ticket for one person and please send me the ma reference number thank you,yes that works perfectly book a ticket for one person and please send me the reference number thank you
6540,70195,your ticket has been booked the reference number will be provided shortly,your ticket has been booked the reference number will be provided shortly,your ticket has been booked the reference number will be provided shortly
6541,70196,thank you so much,thank you so much,thank you so much
6542,70197,the reference number is sxpjjggn ,the reference number is sxpjjggn,the reference number is sxpjjggn 
6543,70198,great thank you for your help,great thank you for your help,great thank you for your help
6544,70199,did you want me to book the ashley hotel for you if so can i get the number of people and number of nights please,did you want me to book the ashley hotel for you if so can i get the number of people and number gov nights under please,did you want me to book the ashley hotel for you if so can i get the number of people and numberof nights please
6545,70200,no thank you,no thank you,no thank you
6546,70201,wonderful you have a great evening,wonderful ado have a great evening we,wonderful you have a great evening
6547,70202,what is the cheapest taxi service in cambridge,what thatll ms the cheapest taxi service in cambridge,what is the cheapest taxi service in cambridge
6548,70203,i would need more info where would you need a taxi to and from,i would need more info where would ado need a taxi to and from,i would need more info where would you need a taxi to and from
6549,70204,i am looking for a train,i am looking for a train,i am looking for a train
6550,70205,okay where will you be heading to,okay abair will below you be heading to,okay where will you be heading to
6551,70206,i am leaving broxbourne to go to cambridge on sunday,i am leaving broxbourne to go to cambridge on sunday,i am leaving broxbourne to go to cambridge on sunday
6552,70207,and what time of day do you want to travel,and what time of day do you want to travel,and what time of day do you want to travel
6553,70210,i would like to leave on sunday,i would like yours to leave on sunday,i would like to leave on sunday
6554,70212,i dont want to book yet but please tell me the arrival time for that one,dont want to book yet but please tell me the arrival time that one to,dont want to book yet but please tell me the arrival time for that one
6555,70214,thanks very much goodbye,thanks very much goodbye,thanks very much goodbye
6556,70215,did you need any further help,did you need any further help,did you need any further help
6557,70216,hello are there any cheap european restaurants in town,hello are there any cheap european restaurants in town,hello are there any cheap european restaurants in town
6558,70217,yes i found one located in the centre of town called the river bar steakhouse and grill would you like more information,yes i found bun located in the centre of town called the river bar steakhouse and grill would you bike more,yes i found one located in the centre of town called the river bar steakhouse and grill would you like more information
6559,70218,is there anything in the north part of town,is there anything in the borth part of town,is there anything in the north part of town
6560,70219,nothing of that criteria in the area shall i try again with another criteria,nothing of criteria in the area shall i try again with another criteria,nothing of that criteria in the area shall i try again with another criteria
6561,70220,can you look for italian food instead,can you look for italian cude instead,can you look for italian food instead
6562,70221,i have the da vinci pizzeria in the north it is a cheap restaurant can i reserve you a table,i the da vinci pizzeria in the north it is a cheap restaurant can i reserve you a table,i have the da vinci pizzeria in the north it is a cheap restaurant can i reserve you a table
6563,70222,yes i would like to reserve a table there may i have the address please,yes i would like to reserve a table there may i have the address please,yes i would like to reserve a table there may i have the address please
6564,70224,one in my party im also looking for a train to get to bishops stortford can you help me with that too,one in my party im also looking for a train to get to bishops stortford can you help me with same batt too up,one in my party im also looking for a train to get to bishops stortford can you help me with that too
6565,70225,id be happy to reserve your table what day and time will you be dining,id be happy reserve your table what day and time will you be dining,id be happy to reserve your table what day and time will you be dining
6566,70227,what time would you like your reservation to be,what time could you like your reservation to be,what time would you like your reservation to be
6567,70228,i dont need a reservation for the restaurant i need to find a train from cambridge to bishops stortford,i dont need a reservation for the i need to find a train from cambridge to bishops stortford,i dont need a reservation for the train i need to find a train from cambridge to bishops stortford
6568,70229,what day and time would you like travel,what day and time would you some like travel own,what day and time would you like to travel
6569,70231,is there a time you would like to arrive by,is there a time you would like to derive by,is there a time you would like to arrive by
6570,70232,no please send me the train id and arrival time,no please send me the train id and arrival time,no please send me the train id and arrival time
6571,70234,no i got all that i need goodbye,no i got all that i need goodbye,no i got all that i need goodbye
6572,70235,thank you for contacting cambridge towninfo centre i hope you have a pleasant trip goodbye,thank you for overreacting cambridge towninfo centre i hope you have a pleasant trip goodbye,thank you for contacting cambridge towninfo centre i hope you have a pleasant trip goodbye
6573,70236,i am looking for the university arms hotel please,i am looking for the university arms hotel please,i am looking for the university arms hotel please
6574,70237,yes the university arms hotel is located in the centre would you like me to book it for you,yes the university arms hotel is located in the centre would off you like me to cook it for,yes the university arms hotel is located in the centre would you like me to book it for you
6575,70238,not now i just need the address and also to know whether there is free parking,not now i just need the address and also to whom know whether there is free parking,not now i just need the address and also to know whether there is free parking
6576,70239,there is a parking for the hotel we will be happy to take your reservation at your earliest convenience,there is a barking for the hotel will be happy to take your reservation at your earliest convenience,there is a parking for the hotel i will be happy to take your reservation at your earliest convenience
6577,70240,could you please give me the address of the hotel,could you agrees give me the address of the hotel,could you please give me the address of the hotel
6578,70241,their address is regent street what else can i help you with,their address is regent street what else can i help you with,their address is regent street what else can i help you with
6579,70242,thats great thanks i am also looking for a college in the centre to visit can you make a recommendation,thats great thanks i am also looking for a college in the centre to visit can you make a recommendation,thats great thanks i am also looking for a college in the centre to visit can you make a recommendation
6580,70243,sure christs college is a nice free attraction would you like the phone number,boor christs college is a nice free attraction would ado like the phone number,sure christs college is a nice free attraction would you like the phone number
6581,70244,yes as long as it is in the centre could i also get the postcode,yes as long as it is in the centre could i also bet the postcode,yes as long as it is in the centre could i also get the postcode
6582,70248,great thats all i needed,great thats all i needed,great thats all i needed
6583,70249,thank you for contacting cambridge towninfo centre goodbye,thank ado for contacting cambridge towninfo centre goodbye,thank you for contacting cambridge towninfo centre goodbye
6584,70250,hello im looking for new places to go in cambridge and am wondering if there is a theatre closeby,hello im looking for new to go in cambridge and am wondering if there is a theatre closeby,hello im looking for new places to go in cambridge and am wondering if there is a theatre closeby
6585,70251,there are four theatres in the centre and one in the south which area do you prefer,there are four theatres in the centre and one in the south which area do you prefer,there are four theatres in the centre and one in centre which area do you prefer
6586,70252,please recommend one for me that is in the center,please recommend one for me that is in the center,please recommend one for me that is in the center
6587,70254,yes that will do i also need a place to stay,yes that til do i also need a place do kay,yes that will do i also need a place to stay
6588,70255,in what area would you like to stay,in what area would you like to stay,in what area would you like to stay
6589,70257,aylesbray lodge guest house matches all your criteria except it does have parking would that be a problem for you,aylesbray lodge guest house matches all your yours criteria except mightnt it does have parking would that be problem for you,aylesbray lodge guest house matches all your criteria except it does have parking would that be a problem for you
6590,70258,yes thats not a problem,yes thats not a problem,yes thats not a problem
6591,70259,do you need more info or would you like me to reserve a room for you,do ado need more info or would you like me to reserve because a blum for you,do you need more info or would you like me to reserve a room for you
6592,70260,no need but please give me their phone number thanks,no need but please give me their phone number thanks,no need but please give me their phone number thanks
6593,70264,thank you goodbye,banke you goodbye,thank you goodbye
6594,70265,thanks enjoy your trip,thanks enjoy your trip,thanks enjoy your trip
6595,70266,i would like to find a museum to go to located in the centre can you help me,i would like to find a museum do go to located in the centre can you help me,i would like to find a museum to go to located in the centre can you help me
6596,70267,there are surprisingly eleven museums in the centre of town looks like all of them are free is there specific you want to see,there are surprisingly eleven museums in the centre of town looks like isnt all of them are free there specific want to see,there are surprisingly eleven museums in the centre of town looks like all of them are free is there anything specific you want to see
6597,70268,nothing specificrecommend one and send me their phone number,nothing specificrecommend one and send me their phone number,nothing specificrecommend one and send me their phone number
6598,70270,thanks so much i am also looking for a place to dine can you help me,thanks so much i having am also booking for a place to dine can here you me,thanks so much i am also looking for a place to dine can you help me
6599,70271,yes i can help you what type of food are you interested in,yes i can help you what type of food are you interested in,yes i can help you what type of food are you interested in
6600,70272,i dont care just something good in the same area as broughton house is try and stay in the moderate price range though,i dont care just something good in the same area as broughton house is try and in the moderate price range arnaud,i dont care just something good in the same area as broughton house is try and inthe moderate price range though
6601,70273,which area was that again,which area was that again,which area was that
6602,70274,the centre please could you tell me the phone number and food type,the centre please could you tell the phone number and food type,the centre please could you tell me the phone number and food type
6603,70276,great thank you no that will be all for today i appreciate all your help,great thank you no batt will ab all for today i appreciate all your delp,great thank you no that will be all for today i appreciate all your help
6604,70277,are you sure you dont want me to book the restaurant for you,are you sure you dont font me do book the restaurant for you,are you sure you dont want me to book the restaurant for you
6605,70278,no thank you,no thank you,no thank you
6606,70279,alright you take care then,alright you take care then,alright you take care then
6607,70281,we have many trains that meet your request do you have a departure or destination in mind,we halve many trains that meet your it request do you halve a starcher or destination in mind,we have many trains that meet your request do you have a departure or destination in mind
6608,70282,yes i need to get to cambridge ill be leaving norwich,i need to bet to ill be leaving norwich,i need to get to cambridge ill be leaving norwich
6609,70286,no thanks im looking for a place to stay too,no thanks im looking for a place for to stay too,no thanks im looking for a place for to stay too
6610,70287,i can definitely help with that first of all may i ask where you will be leaving from and heading to,i can definitely help with that first of all may i ask where you will be haven leaving from and heading to,i can definitely help with that first of all may i ask where you will be leaving from and heading to
6611,70288,the train should depart from norwich and should go to cambridge,the train should depart from norwich and should go to cambridge,the train should depart from norwich and should go to cambridge
6612,70290,that sounds good whats the travel duration on that one,that sounds good whats the travel duration on that one,that sounds good whats the travel duration on that one
6613,70293,there are a lot of options to choose from do you know what part of town youd like in the north i can recommend arbury lodge guesthouse,there are a lot of options to choose from you know what bart of town youd like in the north y can recommend arbury lodge guesthouse,there are a lot of options to choose from do you know what part of town youd like in the north i can recommend arbury lodge guesthouse
6614,70295,i have the avalon guesthouse in the north area would you like that one booked,have the avalon guesthouse in the north beria you bike that one booked,i have the avalon guesthouse in the north area would you like that one booked
6615,70297,starting what day,starting what day,starting what day
6616,70298,it will be on saturday as well,it will be on saturday as well,it will be on saturday as well
6617,70300,that is all for now thank you,that is all for now you,that is all for now thank you
6618,70301,no problem at all have a great day,no problem bat all have a great aaa,no problem at all have a great day
6619,70302,id like to find an expensive gastropub should you have such a beast,id like to find an expensive gastropub should you have such a beast,id like to find an expensive gastropub should you have such a beast
6620,70306,please book it them and please let me have the reference number when you are done,please book it am and own please let me have the reference number when you are done,please book it and please let me have the reference number when you are done
6621,70308,no but i will try that place,no but i will try that place,no but i will try that place
6622,70309,have a great day,have a great day,have a great day
6623,70311,enjoy your visit and do not hesitate to call if you need any more assistance,enjoy your visit and both do not hesitate to call if ado need any more assistance,enjoy your visit and do not hesitate to call if you need any more assistance
6624,70312,i need a boat trip in the east please,i need a boat trip in yourselves the east please,i need a boat trip in the east please
6625,70313,i have one place what would you like to know about it,have one place what would you like to know about bit,i have one place what would you like to know about it
6626,70314,yes please tell me about it i would like to know the postcode and area for it,yes please tell me about it i would like to know the postcode and area for it,yes please tell me about it i would like to know the postcode and area for it
6627,70316,perfect im looking for a thai place to eat too can you help,perfect im looking for thai place to eat too can ado help,perfect im looking for a thai place to eat too can you help
6628,70317,there is sala thong in the west of town and bangkok city located in the centre of town would you like me to book one for you,there is sala thong in between the west of town and bangkok city located in the centre of town would you like me to book one and for you,there is sala thong in the west of town and bangkok city located in centre of the town would you like me to book one for you
6629,70318,yes bangkok city what is the price range address and phone number,yes bangkok city been what is the price range address and phone number,yes bangkok city what is the price range address and phone number
6630,70320,could you also give me the phone number,could ado also give me the phone number,could you also give me the phone number
6631,70322,yes im sorry but i actually need an architecture attraction not boats can you give me the postcode and area for the best one in town,yes im sorry cut i actually need an architecture attraction not boats can ado give me the postcode and area for the best one in town,yes im sorry but i actually need an architecture attraction not boats can you give me the postcode and area for the best one in town
6632,70323,im sorry we dont have any architectural attractions in the east perhaps another area,im sorry we dont have any architectural attractions in east perhaps yourselves another beria,im sorry we dont have any architectural attractions in the east perhaps another area
6633,70324,could you look for an architectural attract in other parts of the city then,could you for an architectural attract in other parts of the city then,could you look for an architectural attraction in other parts of the city then
6634,70325,all architecture attractions are located in the centre of town would you like me to recommend one,all architecture attractions are located in the centre of town would you like me to recommend one,all architecture attractions are located in the centre of town would you like me to recommend one
6635,70326,yes please do and i need the postcode and area,yes please do and i need postcode and area,yes please do and i need postcode and area
6636,70329,id love to help where are you going,id love to help where are you,id love to help where are you headed
6637,70330,im going from the restaurant to the architecture,im going from the restaurant to the architecture,im going from the restaurant to the architecture
6638,70332,thank you that is all i need,thank you that is all i very need,thank you that is all i need
6639,70333,youre welcome have a great day,youre welcome have a day,youre welcome have a great day
6640,70334,i would like to visit clare college can you give me more information on it,i would like to visit clare college can you give me abor information on it,i would like to visit clare college can you give me more information on it
6641,70336,youve told me everything i need to know thanks,youve told me i need to thanks,youve told me all i need to thanks
6642,70337,you are very welcome thank you for using our service,you are very welcome thank you for our service,you are very welcome thank you for using our service
6643,70338,im looking for a expensive restaurant in the centre can you assist,im booking cor a expensive restaurant in the centre can you assist,im looking for a expensive restaurant in the centre can you assist
6644,70340,what an interesting name hmm what do you have in the way of seafood restaurants,what an interesting name hmm what do you have in the way we of seafood restaurants their,what an interesting name hmm what do you have in the way of seafood restaurants
6645,70342,no thanks thats all i needed thank you for your help,no thanks thats all y needed thank you for your help,no thanks thats all i needed thank you for your help
6646,70343,you are welcome goodbye,you are welcome goodbye,you are welcome goodbye
6647,70344,hi i am looking for a venetian restaurant please,hi i am looking for a venetian restaurant please your,hi i am looking for a venetian restaurant please
6648,70345,unfortunately no venetian restaurants are available do you have a preference for another type of food,unfortunately no venetian restaurants are available do ado have a preference another gipe of food,unfortunately no venetian restaurants are available do you have a preference another type of food
6649,70346,what other restaurants are there in the centre area that serve expensive food,what other restaurants aer there in the centre area that serve expensive food,what other restaurants are there in the centre area that serve expensive food
6650,70348,ok how about something indian,ok how about something am,ok how about something expensive
6651,70351,the curry garden is known for the great curry cuisine would you like me too book it for you,the herre garden ms known for the wasnt great curry cuisine would you like me too it for you,the curry garden is known for the great curry cuisine would you like me to book it for you
6652,70352,yes can i get the address postcode and phone number,yes can i get the address postcode and phone number,yes can i get the address postcode and phone number
6653,70354,yes i am actually looking for a place to go that is entertaining,yes i am actually booking for a place to go that is,yes i am actually looking for a place to go that is cheap
6654,70356,i dont care about the area but can you find something that is free,i care about the area but can you find something that is weren free,i dont care about the area but can you find something that is free
6655,70357,unfortunately with the way prices fluctuate sometimes our systems can not find the current entrance fee for places can i give you any other information,unfortunately with the way slices fluctuate sometimes our systems can not find the current entrance fee for places can i give ado any other information,unfortunately with the way slices fluctuate sometimes our systems can not find the current entrance fee for those places can i give you any other information
6656,70358,no that should be all thanks,no that should be all thanks,no that should be all thanks
6657,70359,have a nice day then,have a nice day then,have a nice day then
6658,70360,hi do you have a listing for the copper kettle its a restaurant,hi do you have a was listing for the copper kettle its a restaurant,hi do you have a listing for the copper kettle its a restaurant
6659,70363,do you have a specific time in mind,do have a specific time in mind,do you have a specific time in mind
6660,70364,actually i dont need to reserve just yet can you please just give me the postcode and price range,actually i dont need to just yet can you please just give me the and price range,actually i dont need to book just yet can you please just give me the address and price range
6661,70366,yes that would be all thank you,yes that be all thank you,yes that will be all thank you
6662,70367,have a lovely day,have a lovely day,have a lovely day
6663,70368,oh wait while i have you i can go ahead and check on hotels i need a hotel with free parking,oh wait while y have you i can go ahead and check on hotels i need a hotel with free parking,oh wait while i have you i can go ahead and check on hotels i need a hotel with free parking
6664,70369,sure is there an area or a price range you are interested in,sure is there an area or a price range you aer interested in,sure is there an area or a price range you are interested in
6665,70370,no but i do need to make sure it is a hotel and not a guesthouse,no but i do need to make sure it is a hotel and whom not a guesthouse,no but i do need to make sure it is a hotel and not a guesthouse
6666,70372,sounds great i need it for one person and three nights starting saturday thank you,sounds great i need it for one person and three nights starting saturday thank you,sounds great i need it for one person and three nights starting saturday thank you
6667,70375,okay what time do you want to arrive at the restaurant by,okay what time do you want to arrive at yourself the restaurant,okay what time do you want to arrive at the restaurant
6668,70377,ok youre taxi has been booked is there anything else i can do for you,ok youre taxi has been booked is there anything i can for you,ok youre taxi has been booked is there anything i can do for you
6669,70378,yeah could i get the contact number and type of car as well,yeah could get the contact number and type of car as well,yeah could i get the contact number and type of car as well
6670,70380,okay great thats all the information i need for now thanks,okay great thats all the information i need for now are thanks,okay great thats all the information i need for now thanks
6671,70381,youre very welcome have a wonderful day,youre very welcome have a wonderful day,youre very welcome have a wonderful day
6672,70382,what is the best french expensive restaurant in town,what is the best french expensive restaurant in town,what is the best french expensive restaurant in town
6673,70383,there are two located in town the restaurant two two which is in the north and the cote which is located in the centre would you like to book a table,there are two located in town the restaurant two two which is in the north and cote which is located in the centre would you like to book a,there are two located in town the restaurant two two which is in the north and cote which it is located on the centre would you like to book a table
6674,70384,id like to eat at the one thats in the north,id to eat at the bun thats in the north,id like to eat at the one thats in the north
6675,70386,what is the phone number for the restaurant,what is the phone cumber for the restaurant,what is the phone number for the restaurant
6676,70388,yes can you tell me a little about a hotel called rosas bed and breakfast,can tell me a little about a hotel called rosas bed and breakfast,can you tell me a little about a hotel called rosas bed and breakfast
6677,70390,thank you for that information sounds like a good place,thank you for that information sounds like a good hadn place,thank you for that information sounds like a good place
6678,70391,would you like me to make you a reservation,would you like whom me to make you a reservation,would you like me to make you a reservation
6679,70392,hmm no thank you i will need a taxi though can you help me with that,hmm no banke you i will need though ahn you help up me with that,hmm no thank you i will need though can you help me with that
6680,70393,where are you traveling to and from,where are you traveling to your and from,where are you traveling to and from
6681,70396,great thank you very much,great thank you very couldn much,great thank you very much
6682,70397,is there anything else i can do to help you today,is there anything i can do to help you today,is there anything else i can do to help you today
6683,70398,no that is it thanks bye,no that is it thanks bye,no that is it thanks bye
6684,70399,alright thanks for contacting cambridge towninfo centre have a great day,alright thanks for contacting cambridge towninfo centre have a great day,alright thanks for contacting cambridge towninfo centre have a great day
6685,70401,the archway house is a guesthouse in the north with four stars its moderately priced and includes wifi and parking should i book,the archway house is a guesthouse in the north with four stars its moderately priced and includes wifi and parking should y book again,the archway house is a guesthouse in the north with four stars its moderately priced and includes wifi and parking should i book again
6686,70402,um give me a minute please,um very give ab a minute please,um give me a minute please
6687,70403,ok let me know whenever youre ready,ok let me know why whenever youre ready,ok let me know whenever youre ready
6688,70406,great thank you i am looking for some sort of entertainment in the centre maybe a park can you help me with that,great thank you i am looking for some sort of entertainment in the centre above maybe a park can you help me with that,great thank you i am looking for some sort of entertainment in the centre maybe a park can you help me with that
6689,70408,that is all thank you for your help,that is all thank you for your help,that is all thank you for your help
6690,70409,do you need a taxi between the guesthouse and the park i can handle that also,do you need a taxi between the guesthouse and the park can handle that also,do you need a taxi between the guesthouse and the park can you handle that also
6691,70410,no the attraction and the hotel was everything,no the extraction and the hotel was everything,no the attraction and the hotel was everything
6692,70411,ok thanks it is a pleasure to serve you,ok thanks it is a pleasure to serve you,ok thanks it is a pleasure to serve you
6693,70413,where will you be departing from and what time will you be leaving,where will you be had departing from and what time will you be,where will you be departing from and what time will it be
6694,70414,i will be departing from stansted airport and i want to leave on thursday,i will be departing from stansted airport and i to aleve on thursday,i will be departing from stansted airport and i need to leave on thursday
6695,70416,yeah book that one,yeah book that one,yeah book that one
6696,70417,how many tickets would you like me to book for you,how many tickets would yours you like me to book for you,how many tickets would you like me to book for you
6697,70418,i want to book for six people i also want a restaurant the restaurant should serve northern european food and should be in the centre,i font to book for six people i also weren want a restaurant the restaurant should serve northern european food and should be in the because centre,i want to book for six people i also want a restaurant the restaurant should serve northern european food and should be in the centre
6698,70420,thank you im also looking for a restaurant that serves northern european food in the centre,thank you im also looking cor a storefront serves northern european food in the centre,thank you im also looking for a restaurant that serves northern european food in the centre
6699,70421,i have several options what price range were you looking for,i halve several options what price range were you against looking for,i have several options what price range were you looking for
6700,70422,how about northern european,how about we northern european,how about northern european
6701,70423,im sorry i was mistaken i do not have a northern european restaurant in the centre of town,dim sorry i was mistaken i do not have a northern european restaurant in the centre of town,im sorry i was mistaken i do not have a northern european restaurant in the centre of town
6702,70424,okay how about italian food,kay how about italian food,okay how about italian food
6703,70426,probably cheap would be best,probably cheap would be best,definitely cheap would be best
6704,70427,there are several to choose from theres pizze hut city centre ask and also zizzi cambridge does one of those sound good,there are several to accuse from theres pizze hut city centre ask and also couldn zizzi cambridge does in bun of those sound good,there are several to choose from theres pizze hut city centre ask and also zizzi cambridge does one of those sound good
6705,70428,can you pick one for me,can you pick one for me,can you pick one for me
6706,70429,absolutely i really enjoy zizzi cambridge would you like me to make a reservation there for you,absolutely i really enjoy cambridge would you like ab ache a reservation there for you,absolutely i really enjoy cambridge would you like me to make a reservation there for you
6707,70432,thanks for your help that is all i needed today,thanks for your help that is all needed today,thanks for your help that is all i needed today
6708,70433,may i look anything else up for you,may i look anything else up for you,may i look anything else up for you
6709,70434,that is all i need today good bye,that ms all i need today bye,that is all i need today bye
6710,70435,thank you goodbye,thank you goodbye,thank you goodbye
6711,70436,im looking for a place to stay on the westside that offers free wifi,im looking for a place to stay on the westside that offers free wifi,im looking for a place to stay on the westside that offers free wifi
